N_ppm,P_ppm,K_ppm,soil_moisture,soil_ph,temperature,humidity,rainfall,soil_type,crop,fertilizer,irrigation_mm
62.95,74.07,32.57,57.28,6.34,28.72,63.41,75.93,Peat,tomato,None,0.0
9.46,39.91,68.33,24.56,4.49,20.82,72.95,122.99,Clay,chili,Kapur-Dolomit,1.39
92.12,38.61,42.03,66.26,6.28,35.7,77.38,217.8,Sandy,chili,Organik,0.0
81.38,37.63,58.72,67.81,7.06,22.95,55.33,362.57,Peat,shallot,Organik,0.0
52.81,49.53,37.62,31.53,6.45,34.12,80.76,100.98,,chili,None,3.32
62.15,8.41,31.06,40.3,8.55,16.85,76.59,46.85,Clay,maize,KCl,1.03
30.63,14.24,25.37,39.47,6.97,27.23,76.7,57.93,Loamy,rice,NPK-16-16-16,2.28
70.15,36.36,55.79,29.43,4.81,33.28,50.36,44.71,Sandy,chili,Kapur-Dolomit,5.04
37.22,16.06,46.55,31.52,6.68,29.1,79.26,76.07,Clay,chili,SP-36,1.73
51.56,37.63,35.49,37.48,5.22,32.01,70.44,113.69,Sandy,shallot,None,2.75
55.6,47.84,36.98,80.76,6.09,30.95,100.0,113.58,Clay,tomato,None,0.0
24.71,47.54,41.22,57.7,6.78,31.87,85.56,14.6,Loamy,rice,Urea,2.86
79.91,27.55,51.89,49.76,6.47,27.27,80.66,,Clay,shallot,None,1.03
63.09,38.95,46.14,,6.77,26.13,99.72,18.83,Sandy,chili,None,1.98
31.69,53.4,30.85,37.98,8.2,26.9,60.95,5.55,Clay,shallot,None,2.97
85.19,8.19,50.12,,7.13,26.11,71.65,272.35,Sandy,maize,SP-36,0.86
64.24,30.66,10.05,59.21,,29.27,62.77,90.36,Peat,shallot,KCl,0.0
60.69,0.0,33.15,48.24,5.62,30.42,70.73,166.44,Loamy,rice,SP-36,0.86
83.19,31.94,39.09,48.0,7.02,34.98,93.46,138.52,Clay,shallot,None,1.53
91.83,,74.84,48.68,7.89,26.25,80.62,155.49,Clay,maize,Kapur-Dolomit,0.0
47.89,51.39,22.49,,8.32,19.4,80.13,23.39,Peat,rice,KCl,1.62
66.55,25.15,45.12,45.06,5.55,28.85,92.19,50.88,Loamy,rice,None,2.76
67.84,31.7,10.97,39.93,6.82,28.0,85.62,151.21,Loamy,rice,KCl,1.06
81.25,39.74,52.83,49.4,6.21,31.48,92.86,196.96,Loamy,maize,None,0.0
97.62,36.89,49.41,38.68,6.84,21.29,76.19,450.0,Clay,maize,None,0.0
64.25,32.34,37.4,38.56,,30.53,77.26,162.74,Loamy,chili,Kapur-Dolomit,1.16
37.39,0.0,27.73,66.98,6.0,22.56,69.66,,Clay,chili,SP-36,0.15
22.16,19.16,27.66,35.71,6.17,20.59,68.06,20.03,Loamy,chili,NPK-16-16-16,3.17
111.01,12.94,51.88,,5.69,22.79,83.38,67.12,Loamy,rice,SP-36,1.99
18.4,43.22,,28.3,6.84,24.34,71.4,101.52,Sandy,rice,Urea,3.23
38.67,27.24,38.68,,5.57,19.14,,77.62,Sandy,maize,Organik,0.0
61.95,37.16,43.65,47.76,5.92,23.78,73.03,23.21,Silt,tomato,None,0.89
47.41,0.0,25.09,6.09,6.57,22.77,99.66,11.27,Silt,maize,SP-36,4.78
37.68,11.73,32.51,39.52,6.02,22.29,85.34,56.06,Sandy,shallot,SP-36,1.8
44.35,28.42,13.13,60.28,7.94,21.0,74.38,169.71,Sandy,chili,KCl,0.0
77.75,41.99,31.3,13.49,4.35,22.81,96.21,135.83,Clay,maize,Kapur-Dolomit,3.17
59.2,29.55,32.72,9.56,6.61,31.88,53.27,91.72,Silt,shallot,None,6.36
69.91,32.1,55.51,37.05,6.14,29.02,82.58,54.38,Clay,rice,None,3.27
65.27,27.83,24.4,13.56,6.9,25.81,,8.2,Clay,rice,KCl,6.97
96.78,43.19,69.91,45.16,7.27,35.97,83.15,191.49,Loamy,tomato,None,0.95
54.23,37.49,27.43,15.65,6.39,32.91,88.07,126.17,Clay,maize,KCl,5.12
81.54,57.99,86.63,32.05,5.39,32.83,89.31,450.0,Sandy,maize,None,0.47
60.33,42.84,52.74,29.79,6.48,30.31,88.55,57.63,Silt,shallot,None,3.85
59.79,42.26,35.85,36.26,8.05,32.77,87.51,145.15,Peat,chili,None,2.64
34.53,40.71,13.67,73.94,5.81,30.07,67.51,109.99,Loamy,rice,Urea,0.77
38.71,35.89,76.61,36.9,6.19,22.42,77.37,36.59,Clay,maize,None,2.02
62.75,13.73,20.14,24.03,8.53,30.94,83.35,6.93,Sandy,rice,SP-36,5.7
69.13,35.75,18.25,48.48,4.88,31.41,65.72,59.54,Silt,shallot,KCl,1.64
70.14,7.83,23.78,41.96,6.41,30.91,89.58,128.26,Sandy,maize,SP-36,1.4
,7.11,49.52,30.36,5.49,30.82,72.66,,,maize,SP-36,3.07
54.73,,90.12,54.87,6.82,27.79,82.29,22.9,Sandy,maize,None,0.3
73.69,22.99,42.7,60.59,6.72,26.74,65.3,,Sandy,tomato,Organik,0.32
35.88,70.94,63.97,19.01,6.6,19.91,90.94,69.68,Peat,maize,None,2.88
55.16,23.94,75.09,61.93,6.5,32.29,79.06,63.87,Sandy,shallot,Organik,0.48
52.46,44.34,27.7,52.96,7.85,27.33,65.63,22.31,Sandy,chili,KCl,0.75
45.03,35.29,59.59,,5.22,26.41,54.5,82.5,Loamy,shallot,None,2.22
65.0,50.53,31.7,45.49,6.0,19.94,84.46,19.31,Clay,maize,None,0.98
65.88,7.43,47.75,45.03,4.88,30.64,69.83,107.83,Clay,chili,SP-36,1.09
27.45,38.27,70.77,61.89,6.23,33.91,70.31,21.55,Sandy,tomato,Urea,1.56
88.43,31.63,64.77,30.11,6.39,18.64,52.68,133.42,Loamy,shallot,NPK-16-16-16,2.44
22.25,47.79,93.3,42.98,5.5,28.4,77.4,153.3,Sandy,tomato,Urea,0.22
81.79,,26.82,64.21,5.6,19.13,71.74,64.72,Silt,maize,Urea,0.0
82.94,36.36,32.26,33.49,6.34,31.02,64.25,116.89,Loamy,rice,None,4.45
42.23,5.26,54.5,43.17,8.11,34.54,82.14,248.01,Loamy,tomato,SP-36,0.68
91.18,51.85,29.97,57.91,4.88,28.02,72.76,29.53,Clay,maize,None,0.6
79.98,52.95,39.84,29.72,5.0,31.78,74.46,4.98,Loamy,shallot,None,5.17
90.07,41.56,57.96,55.34,5.02,14.01,76.71,2.25,Sandy,rice,None,0.84
57.01,18.16,7.73,39.04,4.8,28.39,92.99,152.35,Clay,rice,SP-36,1.83
46.76,21.47,32.4,45.8,4.88,19.85,57.9,156.87,Silt,tomato,None,0.0
32.88,24.91,16.21,33.12,5.87,30.13,60.95,71.41,Peat,tomato,KCl,4.11
3.86,31.05,20.36,67.56,6.18,25.9,86.16,30.68,Sandy,tomato,Urea,0.04
85.97,31.2,30.2,37.21,6.38,18.28,53.92,176.08,Silt,rice,None,1.82
59.43,34.26,1.33,26.46,8.11,27.14,85.08,86.04,Peat,tomato,KCl,2.75
107.92,42.24,69.08,47.04,5.94,30.81,55.65,52.5,Clay,rice,None,3.72
64.85,34.77,50.51,16.85,5.68,36.27,63.29,255.25,Loamy,tomato,None,3.5
40.88,45.64,29.63,74.45,5.77,28.01,83.62,220.73,Silt,maize,None,0.0
59.98,46.75,49.71,80.3,7.19,29.55,80.53,36.83,Silt,tomato,None,1.24
,42.18,28.61,41.33,6.38,27.71,88.72,181.98,Sandy,maize,None,0.07
10.93,,35.72,18.9,6.7,35.2,60.68,158.72,Loamy,maize,Urea,5.46
80.13,26.75,45.45,52.24,,29.89,73.16,89.67,Sandy,maize,None,0.87
79.04,49.61,65.13,53.47,5.55,34.38,85.82,16.35,Loamy,chili,None,2.68
71.54,3.5,84.2,24.19,7.41,22.22,84.65,37.67,Clay,chili,SP-36,2.95
94.12,27.06,52.68,66.38,6.78,29.07,91.68,,Silt,tomato,Organik,0.45
65.79,55.25,38.41,66.82,5.36,31.48,82.1,12.27,Loamy,chili,None,0.0
55.99,41.92,63.02,38.93,6.64,30.34,68.59,46.15,Sandy,shallot,None,2.83
33.74,31.9,36.54,55.36,5.05,22.89,85.69,127.55,Silt,shallot,None,0.0
86.09,35.36,53.39,50.66,7.37,19.02,65.43,,Clay,maize,None,0.0
86.47,18.12,47.77,34.89,6.84,35.73,68.72,64.56,Loamy,tomato,SP-36,3.55
68.45,29.73,16.0,64.17,4.82,25.55,77.83,173.86,Sandy,rice,Kapur-Dolomit,0.0
103.13,17.06,36.35,,5.45,27.9,65.94,2.46,Sandy,tomato,SP-36,2.22
63.56,41.49,51.38,55.69,6.76,24.59,39.59,68.26,Peat,maize,None,0.54
46.9,35.99,57.41,84.79,6.11,25.36,80.35,,Loamy,maize,Organik,0.0
66.34,20.54,29.56,53.64,5.01,26.46,,78.29,Peat,shallot,Kapur-Dolomit,0.0
30.85,38.73,64.92,24.8,5.73,27.28,86.83,113.73,Sandy,maize,Urea,3.29
,19.13,21.96,59.04,8.12,35.57,73.2,9.38,Peat,maize,SP-36,1.65
52.25,54.96,48.32,37.58,6.99,39.52,62.15,194.05,Silt,rice,None,5.02
99.1,21.5,39.49,39.01,6.32,28.09,56.63,45.1,Clay,shallot,None,2.58
61.23,29.53,42.98,22.31,5.25,29.33,67.88,89.55,Sandy,maize,None,3.54
64.06,42.07,54.6,28.26,6.18,20.82,70.8,354.22,Silt,chili,None,0.0
64.96,38.37,57.41,74.52,7.0,27.92,72.0,17.45,,rice,Organik,2.55
35.83,10.83,60.63,72.42,5.89,29.48,,48.21,Peat,shallot,SP-36,0.97
40.85,20.04,51.74,,7.07,31.64,59.55,25.07,Loamy,maize,None,1.35
61.31,53.26,23.56,20.59,7.71,27.03,76.03,,Clay,rice,KCl,4.96
90.67,34.67,60.6,55.87,,26.57,84.32,,Sandy,maize,None,0.0
74.26,25.75,37.38,24.83,5.07,24.27,,46.67,Clay,chili,None,2.94
46.8,35.84,23.55,60.78,5.24,31.37,84.2,143.46,Sandy,chili,KCl,0.0
82.23,38.79,0.0,75.17,4.5,24.82,79.43,0.72,Loamy,rice,Kapur-Dolomit,0.31
65.39,45.0,17.24,33.94,6.43,33.35,85.56,61.12,Clay,tomato,KCl,4.37
46.83,59.9,40.3,30.93,7.04,28.17,67.1,26.39,Clay,chili,None,3.58
67.16,7.19,25.42,52.27,,32.92,58.6,299.31,Sandy,shallot,SP-36,0.0
38.85,8.32,0.94,68.3,6.31,27.57,70.78,42.8,Sandy,chili,SP-36,1.05
115.74,11.63,55.02,5.0,7.98,24.64,70.84,20.23,Sandy,shallot,SP-36,5.21
73.87,,38.72,53.39,7.16,29.07,71.92,84.54,,chili,None,0.19
65.27,66.49,50.9,74.55,6.65,27.75,85.36,185.21,Sandy,shallot,None,0.0
414.55,16.97,27.7,45.64,6.48,28.36,61.75,9.46,Sandy,tomato,NPK-16-16-16,2.04
36.84,14.09,28.49,54.28,5.45,20.5,86.83,72.08,Loamy,shallot,SP-36,0.0
52.0,48.98,21.06,,5.83,20.64,75.09,8.22,Sandy,shallot,KCl,1.02
67.02,34.86,54.69,64.54,4.28,25.72,88.44,74.22,Silt,chili,Kapur-Dolomit,0.0
0.0,8.87,10.6,54.6,6.47,17.15,94.85,340.04,Sandy,chili,NPK-16-16-16,0.0
93.69,28.27,23.69,72.25,6.94,29.83,81.51,29.08,Loamy,rice,KCl,1.57
68.22,82.97,19.95,45.23,7.93,26.67,76.85,47.03,Sandy,rice,KCl,2.2
51.32,51.99,53.43,41.37,5.84,28.29,81.97,15.99,Silt,rice,None,2.34
58.96,23.04,54.56,56.5,,35.53,60.5,88.57,Peat,maize,Kapur-Dolomit,1.25
0.0,42.33,19.33,59.38,6.43,25.8,84.39,63.56,Clay,tomato,Urea,0.0
94.02,47.91,46.89,68.17,7.57,35.93,70.86,3.76,Sandy,tomato,None,2.21
108.11,73.41,51.93,,5.89,27.13,62.18,29.1,Sandy,maize,None,4.11
58.87,37.2,55.14,41.82,,27.39,80.59,172.99,Loamy,rice,None,0.45
12.02,24.26,32.16,46.61,5.22,29.54,61.06,176.91,Loamy,tomato,Urea,1.13
75.02,30.16,41.58,35.34,8.1,38.45,84.53,220.86,Peat,maize,None,1.24
44.51,24.12,71.96,38.94,6.29,23.54,72.68,25.98,Silt,shallot,None,1.27
0.0,85.46,77.98,42.3,6.24,24.36,72.98,0.08,Loamy,chili,Urea,1.35
47.59,49.53,38.49,50.7,5.75,22.98,69.32,51.66,Clay,shallot,None,0.0
55.31,28.72,,61.22,7.53,29.45,60.07,38.96,Loamy,chili,KCl,0.89
76.49,32.06,49.74,37.47,6.08,33.63,,25.87,Sandy,shallot,None,3.36
57.68,65.15,72.86,9.93,6.58,28.02,66.42,41.54,Clay,tomato,None,6.46
44.32,60.14,53.42,16.26,5.6,27.3,56.81,121.84,Silt,tomato,None,3.47
84.89,42.85,18.8,57.87,7.32,30.24,69.57,7.58,Clay,shallot,KCl,1.72
63.16,26.52,76.71,25.84,5.35,27.82,80.81,144.56,Loamy,tomato,None,1.62
26.77,45.44,18.99,49.31,4.28,22.16,100.0,142.98,Sandy,maize,Kapur-Dolomit,0.0
107.66,40.91,40.63,48.38,7.7,26.86,52.98,49.51,Silt,rice,None,1.74
106.72,71.36,53.55,58.66,5.04,27.77,84.87,63.72,Sandy,chili,None,0.0
63.55,6.09,26.37,39.39,6.39,26.33,88.04,257.65,Loamy,rice,SP-36,0.4
22.16,,62.84,56.0,5.46,27.62,76.31,34.91,Sandy,rice,Urea,0.29
35.49,58.57,51.36,11.47,5.9,27.54,70.6,48.54,Sandy,shallot,None,4.88
50.97,46.43,41.8,69.11,6.88,37.19,61.79,0.44,Sandy,tomato,None,4.08
0.0,25.46,39.85,65.96,6.74,21.73,93.1,138.05,Peat,shallot,Urea,0.0
12.98,26.13,44.6,18.08,6.62,29.22,48.42,173.37,Clay,rice,Urea,4.87
35.25,40.6,36.85,54.93,6.0,21.58,74.79,20.34,Sandy,tomato,None,0.23
86.83,32.5,58.81,36.95,6.5,26.73,80.77,55.78,Sandy,chili,None,0.0
98.29,8.49,75.08,56.69,6.88,20.75,68.08,69.49,Sandy,maize,SP-36,0.14
91.85,33.64,23.45,40.04,4.95,27.68,57.51,138.03,Silt,tomato,KCl,2.02
92.57,16.25,28.42,31.46,5.61,25.63,61.91,74.22,Clay,rice,SP-36,3.69
62.98,45.93,68.91,63.11,8.35,23.65,76.49,128.16,Silt,maize,None,0.0
105.34,34.27,41.51,52.79,7.05,27.44,67.62,75.2,Sandy,shallot,None,0.65
71.96,36.19,22.42,72.35,7.47,27.18,95.13,1.32,Clay,shallot,KCl,0.96
52.93,71.35,24.45,32.91,7.08,29.03,81.21,22.11,Sandy,rice,KCl,4.46
52.54,37.14,85.22,48.13,,37.87,53.97,101.61,Silt,shallot,None,2.19
66.93,31.58,36.15,54.39,6.86,25.43,74.19,14.23,Silt,rice,None,1.74
40.63,36.06,41.49,54.15,6.24,21.43,84.15,88.47,Sandy,chili,None,0.0
,52.98,32.63,26.43,5.19,19.36,72.06,130.37,Loamy,maize,None,1.5
65.14,42.79,8.89,29.37,6.39,24.5,78.45,4.35,Peat,shallot,Kapur-Dolomit,3.03
65.41,54.29,38.41,64.35,4.93,28.7,77.18,7.63,Loamy,chili,None,0.21
52.85,48.91,46.1,41.39,6.41,34.96,71.12,113.35,Loamy,tomato,None,2.74
76.46,44.65,74.36,69.29,6.08,32.01,65.8,26.73,Silt,shallot,Organik,1.98
66.36,43.73,35.13,49.99,6.23,27.95,66.05,61.73,Sandy,maize,None,0.53
65.52,37.64,66.18,65.84,4.72,24.92,77.52,0.33,Clay,chili,Organik,0.38
70.41,43.61,58.6,48.37,6.67,23.95,80.5,130.95,Silt,rice,None,0.58
101.96,85.21,31.94,48.28,7.51,22.44,84.81,4.53,Sandy,shallot,None,1.19
89.28,53.19,37.27,34.12,7.11,30.83,77.42,1.5,Clay,shallot,None,3.28
50.73,54.44,37.67,25.4,6.92,26.85,72.8,1.96,Peat,tomato,None,3.33
72.27,15.33,42.17,38.32,6.81,32.35,53.09,116.69,Clay,tomato,SP-36,2.98
21.37,19.22,13.26,25.51,6.08,26.92,84.67,100.76,Loamy,rice,NPK-16-16-16,3.45
128.76,16.38,48.31,44.76,6.42,35.04,95.33,25.49,Sandy,shallot,SP-36,3.0
30.68,0.0,52.69,54.38,6.16,23.5,56.03,46.27,Loamy,chili,SP-36,0.58
131.9,18.46,79.34,,5.16,22.3,63.86,39.52,Silt,rice,SP-36,2.46
97.22,21.6,9.81,67.75,,23.36,63.77,,Loamy,shallot,Kapur-Dolomit,0.5
49.65,,14.89,58.34,6.21,34.84,74.03,127.46,Sandy,shallot,KCl,0.07
,31.24,37.06,30.35,7.52,26.26,74.13,54.28,Clay,shallot,None,1.89
41.19,33.34,37.61,25.26,4.28,27.58,95.79,10.27,Loamy,rice,Kapur-Dolomit,4.92
105.95,20.36,40.71,39.35,6.81,31.78,90.16,58.04,Clay,maize,None,2.56
86.64,6.37,69.84,24.44,6.53,28.25,70.94,41.45,Silt,tomato,SP-36,3.34
49.36,38.55,36.68,59.04,6.35,25.19,88.96,87.58,Sandy,rice,None,1.23
49.45,59.04,42.9,41.85,6.08,32.78,66.66,404.55,Sandy,shallot,None,0.0
58.84,26.5,61.58,22.65,4.66,23.77,79.06,10.44,Sandy,tomato,Kapur-Dolomit,3.54
74.09,21.01,64.63,61.5,6.8,28.07,75.08,11.49,Silt,chili,Organik,0.0
41.46,27.63,40.46,82.23,6.54,22.93,72.22,86.77,Silt,chili,Organik,0.05
48.22,10.61,31.21,40.93,6.15,37.25,72.86,110.69,Sandy,chili,SP-36,2.45
69.57,31.72,39.07,63.41,5.06,30.49,66.58,145.66,Loamy,maize,Organik,0.0
37.94,34.98,49.89,37.16,7.55,21.61,87.3,11.85,Sandy,maize,None,2.25
82.17,31.06,34.66,46.22,4.37,26.58,63.5,39.37,Loamy,chili,Kapur-Dolomit,1.46
71.76,38.48,46.0,,5.09,31.42,92.76,140.91,Loamy,chili,None,1.82
83.46,33.83,35.74,40.77,6.7,23.54,74.44,104.15,Loamy,shallot,None,1.5
51.48,3.98,83.12,46.75,5.47,29.33,,86.05,Clay,maize,SP-36,1.05
26.52,66.26,19.76,32.32,4.07,24.34,94.19,107.57,Silt,shallot,Kapur-Dolomit,1.72
64.9,55.98,6.84,85.65,8.01,25.84,67.22,34.37,Loamy,tomato,KCl,0.0
51.32,67.56,54.14,28.0,6.56,24.97,69.15,239.07,Clay,rice,None,2.42
93.39,33.61,62.21,31.45,6.65,28.8,66.44,114.34,Clay,rice,None,3.23
86.28,27.95,59.12,71.61,6.26,33.8,63.65,,Sandy,maize,Organik,1.99
48.62,4.18,53.95,56.9,6.17,23.68,73.13,156.84,Sandy,shallot,SP-36,0.0
64.16,63.07,77.36,57.72,7.99,26.4,62.29,295.25,Sandy,rice,Urea,0.0
39.13,26.92,37.6,50.18,7.97,24.59,,61.98,Sandy,rice,None,0.83
88.33,16.21,41.63,25.31,5.62,27.51,85.48,,Sandy,maize,SP-36,2.06
19.81,56.27,46.54,42.87,5.65,27.76,70.66,126.33,Silt,tomato,Urea,1.76
45.23,58.53,28.72,50.96,7.81,25.35,79.94,59.41,Loamy,tomato,None,0.24
57.5,,64.03,23.24,5.43,27.21,77.23,158.01,Sandy,rice,SP-36,2.61
53.03,39.82,,36.91,5.78,26.05,43.42,92.57,Loamy,shallot,KCl,1.53
40.58,29.73,64.01,49.13,5.14,23.82,64.46,41.94,Clay,rice,None,1.87
85.74,19.26,0.11,39.76,5.93,37.44,72.84,16.38,Peat,tomato,SP-36,4.14
103.91,0.28,78.36,39.03,6.74,29.02,100.0,87.54,Clay,chili,SP-36,1.36
78.91,29.09,34.13,49.13,6.5,21.51,83.94,52.11,Silt,shallot,None,1.13
77.94,53.86,56.66,25.44,5.53,29.52,67.45,175.73,Loamy,tomato,KCl,2.07
95.84,2.5,27.97,21.0,8.54,32.62,63.7,65.32,Sandy,tomato,SP-36,5.12
39.19,46.53,48.46,32.49,5.01,35.33,86.27,201.64,Sandy,tomato,None,2.53
,30.64,61.25,37.55,5.61,32.49,76.27,3.34,Peat,shallot,None,3.27
46.66,81.19,23.94,,5.87,33.54,68.69,18.02,Clay,tomato,KCl,2.4
43.97,32.28,64.73,61.97,6.89,39.4,63.33,,Silt,shallot,Organik,0.84
35.62,36.62,47.79,49.91,4.58,25.95,65.12,261.66,Sandy,rice,Kapur-Dolomit,0.97
19.02,24.9,21.76,27.86,6.39,24.42,83.08,34.33,Sandy,shallot,Urea,1.51
87.6,33.98,25.14,22.86,6.83,30.78,81.29,44.88,Sandy,rice,KCl,5.77
96.45,65.51,85.99,61.77,6.5,31.33,86.55,213.34,Sandy,chili,None,0.0
52.56,54.13,82.37,63.39,6.09,31.03,76.03,,Loamy,chili,None,0.0
50.57,38.66,39.1,90.78,5.37,28.39,59.17,,Loamy,shallot,Organik,1.22
62.38,68.49,57.91,29.57,5.52,31.35,52.42,8.07,Clay,shallot,None,3.81
56.01,35.68,71.11,22.65,5.51,22.79,73.8,194.15,Peat,chili,None,0.71
0.0,48.43,39.47,65.9,5.44,31.79,95.04,243.93,Clay,chili,Urea,0.0
51.67,1.36,54.7,54.72,5.37,27.44,89.18,54.65,Clay,rice,SP-36,1.34
60.17,50.43,18.29,21.95,6.85,28.44,79.97,6.81,Loamy,maize,KCl,4.87
14.41,25.04,34.11,26.23,5.85,25.96,90.52,163.97,Sandy,rice,Urea,3.51
,38.23,85.19,82.33,,27.07,83.77,107.26,Loamy,tomato,Urea,0.0
0.0,21.2,44.35,67.64,6.44,23.87,85.84,48.45,Sandy,rice,NPK-16-16-16,1.83
47.19,51.22,32.92,40.45,6.63,22.24,80.3,27.95,Clay,tomato,None,1.81
57.91,14.19,47.03,62.99,7.46,28.14,84.95,,Peat,maize,SP-36,0.0
100.82,32.07,64.95,66.92,6.96,28.36,60.64,16.18,Silt,shallot,Organik,1.43
,10.22,77.39,48.19,5.23,32.38,63.43,97.72,Peat,shallot,Kapur-Dolomit,1.77
53.57,52.11,61.08,47.39,6.4,25.49,74.62,9.54,Clay,maize,None,0.0
87.12,18.96,30.76,18.71,5.65,29.05,55.15,105.42,Sandy,rice,SP-36,5.04
65.58,11.21,21.52,15.16,5.61,28.09,64.6,2.81,Clay,maize,SP-36,4.87
59.34,18.36,52.85,22.9,5.87,30.85,66.22,28.25,Clay,shallot,SP-36,4.68
69.77,22.49,27.29,57.46,6.47,28.6,75.1,450.0,Loamy,chili,KCl,0.0
37.2,35.34,47.45,27.83,7.46,22.84,77.86,7.85,Peat,tomato,None,2.51
73.32,24.77,50.0,43.13,6.6,20.88,71.43,,Sandy,maize,None,0.0
85.78,25.28,44.77,,6.97,34.46,70.26,76.83,Clay,chili,NPK-16-16-16,3.1
12.31,61.6,92.58,5.0,6.89,29.0,85.69,9.19,Clay,tomato,Urea,6.29
91.37,38.54,44.17,63.92,6.16,32.21,74.72,11.92,Loamy,rice,Organik,1.78
75.47,18.01,40.25,30.74,6.33,20.16,78.79,15.41,Loamy,rice,SP-36,3.5
59.34,43.46,42.31,26.18,6.71,35.91,80.43,6.5,,maize,None,4.7
69.96,23.1,30.26,34.54,5.47,27.76,67.26,105.24,Clay,rice,None,3.22
60.63,23.44,45.23,34.18,7.22,32.78,75.2,12.74,Clay,shallot,None,2.98
67.93,31.49,40.42,52.93,6.13,37.66,77.83,4.17,Clay,shallot,None,2.91
69.62,65.62,44.19,51.46,6.14,31.53,73.39,21.77,Loamy,tomato,None,1.41
70.88,15.99,29.17,22.07,6.37,25.75,55.33,91.14,Sandy,shallot,SP-36,2.88
55.36,44.74,20.38,64.94,5.69,32.34,77.24,,Sandy,tomato,KCl,0.72
95.27,27.73,41.83,9.66,6.53,18.22,85.25,128.06,Sandy,rice,None,3.77
85.85,39.79,36.62,15.98,7.06,31.68,66.27,8.72,Peat,chili,Organik,6.18
425.12,60.77,41.11,56.88,5.88,31.41,,5.93,Silt,chili,Urea,0.71
113.03,28.13,48.94,,6.14,20.08,71.07,241.72,Sandy,maize,None,0.0
25.72,,37.59,,5.41,23.63,89.28,368.05,Loamy,rice,Urea,0.51
113.78,32.02,76.46,39.39,6.11,29.71,85.53,,Clay,maize,None,1.9
126.15,59.08,50.13,71.4,6.26,26.7,60.11,,Loamy,shallot,None,0.89
59.15,53.4,54.43,35.48,5.93,27.72,79.78,41.97,Silt,tomato,None,2.09
76.75,29.33,49.43,74.02,5.66,21.35,77.51,159.02,,maize,Organik,0.0
65.58,36.94,25.03,35.86,7.04,29.73,76.21,74.01,Clay,shallot,KCl,3.16
78.89,48.69,28.83,46.69,6.24,29.6,73.71,363.33,Clay,chili,None,0.0
,38.36,56.87,,5.54,26.79,81.31,413.07,Loamy,chili,Organik,0.0
71.87,46.89,33.11,30.69,6.66,29.18,63.8,24.87,Clay,tomato,None,1.95
44.51,35.54,31.03,47.35,5.82,22.28,59.94,95.39,Clay,tomato,Organik,0.74
43.59,42.54,51.53,77.88,6.08,33.62,59.16,40.88,Silt,maize,Organik,2.13
77.66,39.12,71.47,66.51,7.92,25.23,73.17,43.55,Clay,rice,Organik,1.23
93.34,29.12,68.98,,4.76,30.42,86.03,47.21,Sandy,tomato,Kapur-Dolomit,0.2
105.95,40.93,29.24,30.98,6.56,22.28,,78.49,Loamy,tomato,None,1.22
63.28,38.42,31.4,83.2,5.74,26.42,66.34,182.76,Sandy,chili,Organik,0.0
30.31,21.86,30.79,38.77,6.95,24.26,66.2,87.22,Loamy,chili,None,0.91
44.5,,53.5,24.44,4.68,35.91,88.54,29.48,Sandy,maize,Kapur-Dolomit,5.94
88.83,48.97,11.96,57.47,6.19,20.94,66.16,32.53,Loamy,maize,KCl,0.61
50.23,48.92,,60.53,7.56,26.47,79.98,,Sandy,shallot,None,0.0
122.0,26.8,39.39,60.78,6.27,14.84,72.94,39.96,Sandy,shallot,Organik,0.07
74.54,26.86,34.26,32.0,5.91,30.25,85.16,147.46,Loamy,tomato,None,2.02
79.92,51.16,47.18,43.58,5.88,21.83,95.25,47.24,Sandy,maize,None,0.66
18.78,3.62,49.77,31.5,6.01,31.88,,132.72,Loamy,shallot,Kapur-Dolomit,2.32
70.21,25.32,48.93,41.35,6.91,28.72,81.56,69.12,Clay,maize,None,1.85
61.82,0.45,79.57,30.76,6.97,29.54,69.55,77.5,Clay,chili,SP-36,3.6
7.76,23.75,24.82,41.4,5.42,38.5,74.95,130.78,Clay,maize,Urea,2.05
73.29,18.68,65.59,45.85,7.12,27.55,86.06,105.32,Silt,shallot,SP-36,0.76
37.73,51.73,3.41,50.43,5.32,32.08,71.74,76.87,Silt,shallot,KCl,1.96
41.15,46.74,,36.69,5.86,35.35,52.7,89.47,Clay,rice,KCl,6.05
64.72,42.3,46.43,56.13,5.94,31.33,79.75,29.19,Silt,maize,None,0.5
54.9,45.03,44.07,20.56,6.94,23.51,57.06,14.72,Sandy,chili,None,3.99
69.02,25.42,35.71,60.16,6.9,33.02,57.26,1.74,Silt,maize,Organik,1.95
69.18,26.62,78.05,42.83,7.37,24.65,63.89,62.79,Silt,chili,None,0.99
111.21,16.69,18.5,44.14,6.78,28.43,61.85,,Sandy,maize,SP-36,0.0
76.95,41.68,46.53,32.85,6.76,30.27,80.54,11.74,Loamy,maize,None,3.66
52.49,50.85,21.61,30.07,4.32,25.28,62.17,107.66,Loamy,shallot,Kapur-Dolomit,2.7
37.94,0.0,16.03,56.8,5.69,29.68,84.1,,Silt,rice,NPK-16-16-16,1.98
34.53,26.59,43.22,43.1,6.04,30.18,67.61,65.42,Sandy,rice,Urea,2.73
83.2,30.19,,41.83,4.69,31.36,94.88,14.1,Sandy,rice,Kapur-Dolomit,4.02
114.34,28.03,33.03,51.65,5.92,34.17,52.78,5.78,Sandy,tomato,None,2.87
